Index,Chunk
3610,"病
166症不离于六脉，死生难越乎五行，细究兴衰，万不失一。古歌曰：
戊己生时气不全，月时两处见伤官；必当头面有亏损，脓血之疮苦少
年。又曰：
丙丁日干五行衰，七煞加临三合来，升合日求衣食缺，耳聋残疾面尘
埃。又：
壬癸重重迭迭排，时辰设若见天财；纵然头面无癍癞，定主其人眼目
灾。又曰：
人之生也，受气于父，成形于母。五脏和平者无疾，战克太过不及者
主疾。《内经》云：东方实西方虚，泻南方补北方。东方实者，木太过
也；西方虚者，金不及也；泻南方者，火太过也；补北方者，水不及
也。是以五行太过不及，皆主疾也。若水升而火降，火降而金清，金
清而木平，木平而土不及克，五脏各得中和之气，疾病何自生焉？"
3611,"是以五行太过不及，皆主疾也。若水升而火降，火降而金清，金
清而木平，木平而土不及克，五脏各得中和之气，疾病何自生焉？《阴
阳书》：金刚火强，自刑其方，木落归本，水流趋东。所以论三刑，刑
则残害，言太过而身疾也。若只取不及为疾，必有一偏之失。凡五行有死绝而成疾者：水死绝，多肾气腰足攻注，滑泄便溺不利
之疾；火死绝，主肠气结塞、惊悸健忘，精神不安之疾；木死绝虚风
目涩眩晕，筋急、爪甲桔悴、喜怒颠倒，择饮择食之疾；金死绝，主
气虚喘急、咳嗽、皮毛焦燥干啬、骨节疼痛、涕泪、大肠泄痢、便血
之疾；土死绝，主面黄、减食、隔噻吐逆、肢体怠惰、喜卧嗜睡、多
思足虑、耳聋、神浊健忘、少喜动作之疾。"
3612,"有相克而成疾者：金火相
克，生旺则疡疮瘫肿，死绝则痨瘵呕血；土木相克，生旺主疲闷昏眩、
风麻、小肠疾痛肿，死绝主吐食症块，疽癖积滞之疾，或主中风；金
木相克，生旺主肢足骨节不完、眼目之疾，死绝主气虚精脱、痨疾瘫
痪之疾；水土相克，主脾湿泄泻、中满痰嗽不利之疾。有相生而生疾
者：火木相生，生旺则上盛隔壅，目赤头风；死绝则伤寒作狂、闷乱
疾。火土相生，生旺则胃实；死绝则唇焦红气、热结大便不利。金水
相生，生旺则气滞，死绝则晴滑；水木相生，生旺则呕吐胃虚；死绝
167则精败、伤寒粘疟。金土相生，生旺则多虚无肌肉死绝肠鸣茧作。"
3613,"金水
相生，生旺则气滞，死绝则晴滑；水木相生，生旺则呕吐胃虚；死绝
167则精败、伤寒粘疟。金土相生，生旺则多虚无肌肉死绝肠鸣茧作。凡
水土木相逢于无气之处，主蛊气肠胀、吐逆之疾；凡金水火相逢于无
气之地，主痢疾，金主大肠，水火守之，阴阳不和也。凡水逢土，多
主翻胃疾；土多而无水气疏之，主聋聩疾。盖肾水不流则翻胃，气不
能则为聩也。又曰：凡论残疾病症，先论日干，次详月令，然后通年时看之，伤
官主残疾，煞重亦然。干卦在亥，亥为天门，六辛生人得此日此时，
多主盲聋。"
3614,"又曰：凡论残疾病症，先论日干，次详月令，然后通年时看之，伤
官主残疾，煞重亦然。干卦在亥，亥为天门，六辛生人得此日此时，
多主盲聋。亥属肾，肾通耳，丙火遭水克也；子位坎宫，伤官煞重相
刑，主下部疾；寅宫艮土，主脾胃，面色痿黄之疾；辰属震；此月带
伤官，少年主多惊疾，盖震者动也。轻则主惊脾胃疾，重则主足疾。巳为巽，伤官煞重，主妇女血气不调，劳疾；午为离为目，伤官煞重，
主失明头风之症；申属坤。为众阴，伤官煞重，主腰脚筋骨之疾；伤
官伤尽者不在此论；酉为兑，属口齿不完之疾。戌为火库，主下血痔
漏之疾。丑未伤官，亦主脾胃。伤官煞旺者，年年病瘟，主用上下战
克、五行无救助，主身体不完，头面残伤。"
3615,"丑未伤官，亦主脾胃。伤官煞旺者，年年病瘟，主用上下战
克、五行无救助，主身体不完，头面残伤。又曰：凡一切诸煞亦有主疾者：劫煞主小肠，又主耳聋、咽喉疾；
官符主腰脚疾；咸池主酒色、劳瘵、脓血、便溺疾；赘耗主暗昧，或
赘疣疾；飞廉名天瞽，支干无气，主无目。凡禄因食致疾，须带煞克
身方是。凡命见真冲气散，或真刑气散，多是废疾之人。甲辰、甲戊、
乙丑、乙未，土木交加，主瘫痪之疾；丙申、丁酉，金火交加，主血
筋所伤；戊子、己亥，水土交加，主脾胃之疾；庚寅、辛卯，金木交
加，主筋骨劳嗽之疾。凡欲推疾病灾厄，先看禄命身三等，大小运如
何？若三命无气，禄马败绝，但得禄财、命财、旺相，亦不至死。"
3616,"凡欲推疾病灾厄，先看禄命身三等，大小运如
何？若三命无气，禄马败绝，但得禄财、命财、旺相，亦不至死。若
父病推其子命，如子命遇孤辰、寡宿、丧门、吊客及白衣煞临命，其
父必有不可救之疾。夫妻亦准此推。论女命	

或问妇人何利？利在夫星。夫利，其妇必利；夫困，其妇必困。妇
人从夫，先观夫星以定出身之贵贱，再看子星以察晚年之荣辱。官煞
财得地，夫利也；食神得地，子利也。夫利则出身富贵，一生享福；
子利则晚年厚养，褒宠诰封。然亦有旺夫者，以食生财，财生官故耳。168反是则否。女命以克我者为夫，我生者为子，皆要得时，乘生旺之气。若旺气只聚于时，亦可用官为夫，不要见煞；用煞为夫，不要见官，
一位为好。"
3617,"女命以克我者为夫，我生者为子，皆要得时，乘生旺之气。若旺气只聚于时，亦可用官为夫，不要见煞；用煞为夫，不要见官，
一位为好。有两位官星，无煞以杂之，四柱纯煞，无官以混之，俱为
良妇。更得本身自旺尤佳，但旺不可太过。食为子息。引时逢旺，再
得二德扶身，乃夫贵子荣之命。不宜身旺，重迭暗藏夫神及伤官、七
煞、魁罡相刑，羊刃太重，合多有情，皆主不美。岁运亦然。看有八
法八格，须细详之。纯和清贵
纯
纯者一也。如纯一官星，或纯一煞星，有财有印，不值刑冲，不相
混杂是也。如癸已、戊午、辛酉、丙申，本身专禄，旺不从化。辛用
丙官为夫星，五月火旺夫健。丙用癸为官，坐贵见戊为食，同归禄于
巳。"
3618,"辛用
丙官为夫星，五月火旺夫健。丙用癸为官，坐贵见戊为食，同归禄于
巳。辛金生癸水为子，引入申时长生之地。天干癸戊辛丙，水火既济；
地支巳午酉申，拱夹财库，所以嫁夫为官，食天禄，夫荣子贵之命。和
和者恬静也。如身柔弱，独有一位夫星，柱无冲破、攻击之神，禀
其中和之气，则为和也。如壬辰、辛亥、己卯、己巳，己用甲为夫，
亥乃生长之地，得天时地利；甲以辛为官，金生于已，已以金为子，
亦生于巳，谓之夫行官星，子得长生，故主益夫旺子。虽自坐卯支为
煞，有巳中庚制，为去煞留官之论，女命之贵也。清
清者洁净之称。女命或一官一煞，不相混杂，谓之清。要夫星得时，
柱有财生官，有印助身，无一点混浊之气，方为清贵。"
3619,"女命或一官一煞，不相混杂，谓之清。要夫星得时，
柱有财生官，有印助身，无一点混浊之气，方为清贵。如已未、壬申、
乙未、甲申，乙以庚为夫，庚禄到申；以丁为子，丁旺于未；以壬为
印，壬生于申。又坐下支神为乙木之财，财旺则能生官，四柱无刑冲
破败。经云：财官印绶三般物，女命逢之必旺夫。贵
贵者尊荣之号。命中有官星，得其财气以相资，三奇得其宗，四柱
不植鬼病，乃女命尧舜也。经云：无煞女人之命，一贵可作良人。又
云：女命无煞逢二德，可两国之封。天德者，非独天月二德，即财为
一德，官为一德，加之印食，愈为贵也。如乙亥、丙戌、辛卯、癸巳，
辛用乙为财，旺于亥；丙为夫星，坐库归禄巳土。"
3620,"天德者，非独天月二德，即财为
一德，官为一德，加之印食，愈为贵也。如乙亥、丙戌、辛卯、癸巳，
辛用乙为财，旺于亥；丙为夫星，坐库归禄巳土。癸水为夫之官，辛
169金生癸为子，坐已土与夫禄同位，又是贵神，又为财官双美，乃得夫
子俱贵，两遇褒封。故为夫人之命。浊滥娼淫
浊
浊者混也。乃五行失位，水土互伤，其身太旺，正夫不显，偏夫丛
杂，柱多分别，无财官印食，为下贱村浊，或娼妓婢妾，淫巧之人。如己亥、乙亥、癸丑、己未，癸水生十月大泛，癸以戊为夫不显，时
引己未是偏夫，嫌丑未皆有土混杂，柱中无财，乙木为食神干旺，已
土受克，鬼败临身，五行失位，主先清后浊，不能享福。滥
滥者婪也。"
3621,"如己亥、乙亥、癸丑、己未，癸水生十月大泛，癸以戊为夫不显，时
引己未是偏夫，嫌丑未皆有土混杂，柱中无财，乙木为食神干旺，已
土受克，鬼败临身，五行失位，主先清后浊，不能享福。滥
滥者婪也。谓柱中明有夫多，暗者财旺，干支又多带煞，必因酒色，
私暗得财。此等之命，或为奴婢，或克夫再嫁。如庚寅、丙戌、庚申，
丁亥，庚申，八专自旺，丙火为夫，寅戌会局时干，又丁爱重火情，
庚申金暗克寅亥木为财，亥中壬水为食生财，其人虽美貌有福，不免
滥而得财。娼
娼者妓也。乃身旺夫绝，官衰食盛，或柱中不见官煞，或有而伤官
伤尽，或官煞混乱而食神盛旺，此必娼妓之命，否则，为师尼婢妾，
克夫淫奔。"
3622,"娼
娼者妓也。乃身旺夫绝，官衰食盛，或柱中不见官煞，或有而伤官
伤尽，或官煞混乱而食神盛旺，此必娼妓之命，否则，为师尼婢妾，
克夫淫奔。如丁亥、庚戌、戊辰、庚申，戊以甲为夫，九月失时无气，
又被庚克绝。时引入申以庚为食，建禄在申。戊辰魁罡，生申太旺。亥中壬财亦旺，谓之身旺逢生，贪食贪财，夫绝而为秀丽娼也。淫
淫者沃也。乃本身得地，夫星明暗交集。谓日干自旺，柱中皆官煞
是也。在干者为明，在支者为暗。四柱太过，如一丁见三壬及辰子多
之例，谓之交集，于人无所不纳也。如戊辰、壬辰、壬戌、癸亥，壬
辰、癸亥本自得地，明有戊土为正夫，暗有辰戌为偏夫。"
3623,"四柱太过，如一丁见三壬及辰子多
之例，谓之交集，于人无所不纳也。如戊辰、壬辰、壬戌、癸亥，壬
辰、癸亥本自得地，明有戊土为正夫，暗有辰戌为偏夫。又庚戌、戊
子、乙酉、甲申，乙以庚为明夫，而身坐酉支，时又引申为暗夫，运
行西方金旺之地。二命俱夫星明暗交集，淫不可言。旺夫克子
夫女人有旺夫伤子者何？此法皆时上推之，时为归宿之地，夫子二
星引归于时，夫星生旺，子星衰败是也。如一命：丙戌、丙申、丁巳、
辛亥，丁坐巳自旺，以壬水为夫，时上乃是夫星临官之地，月支申金
170乃夫星长生之地。以辛金为财，七月金旺，二丙相比，皆坐夫之财印，
故主夫聪秀富贵。"
3624,"如一命：丙戌、丙申、丁巳、
辛亥，丁坐巳自旺，以壬水为夫，时上乃是夫星临官之地，月支申金
170乃夫星长生之地。以辛金为财，七月金旺，二丙相比，皆坐夫之财印，
故主夫聪秀富贵。丁以戊为子息之垣，引至时上见亥，亥中甲木能克
戊土，乃子星被克而难得也，故主旺夫伤子。余仿此推。旺子伤夫
有旺子伤夫者何？此法专以月时推之，谓克我者为官为夫，有气得
时，则夫发福；若支干失位不得月气，柱中又逢冲克，时上又无旺气，
而己生之子引至时上，逢长生、临官、帝旺之地，又无刑克，是旺子
伤夫也。如一命：己卯、甲戌、乙卯、戊寅，乙用庚为夫，九月庚金
无气；乙用丙为子，丙火长生于寅，与戌会局，皆属火。"
3625,"此法专以月时推之，谓克我者为官为夫，有气得
时，则夫发福；若支干失位不得月气，柱中又逢冲克，时上又无旺气，
而己生之子引至时上，逢长生、临官、帝旺之地，又无刑克，是旺子
伤夫也。如一命：己卯、甲戌、乙卯、戊寅，乙用庚为夫，九月庚金
无气；乙用丙为子，丙火长生于寅，与戌会局，皆属火。月令既无金
气，时引绝地，又被火克，是伤其夫星，旺其子息，故曰旺子伤夫。余仿此推。伤夫克子
伤夫克子者，乃夫星干支失位，生月失时，柱中又逢冲克，时支亦
不生扶，兼且印绶重逢盗夫之气，克子之甚，夫子不能旺，反绝于时
是也。"
3626,"余仿此推。伤夫克子
伤夫克子者，乃夫星干支失位，生月失时，柱中又逢冲克，时支亦
不生扶，兼且印绶重逢盗夫之气，克子之甚，夫子不能旺，反绝于时
是也。如一命：丙子、庚子、乙亥、丙子，乙木以庚金为夫星，十一
月金寒水冷，又金死子地，支亥子水盗金气尽，柱无土生助伤官，木
多，故伤其夫。乙木以丙火为子，引至子时，乃水旺火灭之地，虽年
时干二火被群水相克，夫子皆亡，故曰伤夫克子。余仿此推。安静守分
安静守分，乃夫星有气，日干自旺，相停无克，不值刑冲，财食得
所者是也，如一命：癸巳、庚申、乙卯、丁亥，乙坐卯专禄自旺，又
得时支亥字合局，是本身旺也。"
